sequence_name,precision,weight_rcp,step,input,float_avg,fixed_avg,abs_error
constant100,10,16,52,100,96.730527798,96.738281250,0.007753452
constant100,10,16,53,100,96.934869811,96.942382812,0.007513002
constant100,10,16,54,100,97.126440448,97.133789062,0.007348615
constant100,10,16,55,100,97.306037920,97.313476562,0.007438643
constant100,10,16,56,100,97.474410550,97.481445312,0.007034763
constant100,10,16,57,100,97.632259890,97.639648438,0.007388547
constant100,10,16,58,100,97.780243647,97.788085938,0.007842290
constant100,10,16,59,100,97.918978419,97.926757812,0.007779393
constant100,10,16,60,100,98.049042268,98.056640625,0.007598357
constant100,10,16,61,100,98.170977126,98.178710938,0.007733811
constant100,10,16,62,100,98.285291056,98.292968750,0.007677694
constant100,10,16,63,100,98.392460365,98.400390625,0.007930260
constant100,10,16,64,100,98.492931592,98.500976562,0.008044970
constant100,10,16,65,100,98.587123368,98.594726562,0.007603195
constant100,10,16,66,100,98.675428157,98.682617188,0.007189030
constant100,10,16,67,100,98.758213897,98.765625000,0.007411103
constant100,10,16,68,100,98.835825529,98.842773438,0.006947909
constant100,10,16,69,100,98.908586433,98.916015625,0.007429192
constant100,10,16,70,100,98.976799781,98.984375000,0.007575219
constant100,10,16,71,100,99.040749795,99.047851562,0.007101768
constant100,10,16,72,100,99.100702933,99.107421875,0.006718942
constant100,10,16,73,100,99.156908999,99.164062500,0.007153501
constant100,10,16,74,100,99.209602187,99.216796875,0.007194688
constant100,10,16,75,100,99.259002050,99.266601562,0.007599512
constant100,10,16,76,100,99.305314422,99.312500000,0.007185578
constant100,10,16,77,100,99.348732271,99.355468750,0.006736479
constant100,10,16,78,100,99.389436504,99.396484375,0.007047871
constant100,10,16,79,100,99.427596722,99.434570312,0.006973590
constant100,10,16,80,100,99.463371927,99.470703125,0.007331198
constant100,10,16,81,100,99.496911182,99.503906250,0.006995068
constant100,10,16,82,100,99.528354233,99.535156250,0.006802017
constant100,10,16,83,100,99.557832093,99.564453125,0.006621032
constant100,10,16,84,100,99.585467587,99.591796875,0.006329288
constant100,10,16,85,100,99.611375863,99.618164062,0.006788199
constant100,10,16,86,100,99.635664872,99.642578125,0.006913253
constant100,10,16,87,100,99.658435817,99.665039062,0.006603245
constant100,10,16,88,100,99.679783579,99.686523438,0.006739859
constant100,10,16,89,100,99.699797105,99.707031250,0.007234145
constant100,10,16,90,100,99.718559786,99.725585938,0.007026152
constant100,10,16,91,100,99.736149799,99.743164062,0.007014263
constant100,10,16,92,100,99.752640437,99.759765625,0.007125188
constant100,10,16,93,100,99.768100410,99.775390625,0.007290215
constant100,10,16,94,100,99.782594134,99.790039062,0.007444929
constant100,10,16,95,100,99.796182001,99.803710938,0.007528937
constant100,10,16,96,100,99.808920626,99.816406250,0.007485624
constant100,10,16,97,100,99.820863086,99.828125000,0.007261914
constant100,10,16,98,100,99.832059144,99.838867188,0.006808044
constant100,10,16,99,100,99.842555447,99.849609375,0.007053928
step0to100,0,8,0,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,1,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,2,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,3,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,4,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,5,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,6,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,7,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,8,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,9,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,10,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,11,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,12,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,13,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,14,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,15,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,16,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,17,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,18,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,19,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,20,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,21,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,22,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,23,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,24,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,25,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,26,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,27,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,28,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,29,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,30,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,31,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,32,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,33,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,34,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,35,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,36,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,37,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,38,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,39,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,40,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,41,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,42,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,43,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,44,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,45,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,46,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,47,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,48,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,49,0,0.000000000,0.000000000,0.000000000
step0to100,0,8,50,100,12.500000000,12.000000000,0.500000000
step0to100,0,8,51,100,23.437500000,23.000000000,0.437500000
step0to100,0,8,52,100,33.007812500,33.000000000,0.007812500
step0to100,0,8,53,100,41.381835938,41.000000000,0.381835938
step0to100,0,8,54,100,48.709106445,48.000000000,0.709106445
step0to100,0,8,55,100,55.120468140,54.000000000,1.120468140
step0to100,0,8,56,100,60.730409622,60.000000000,0.730409622
step0to100,0,8,57,100,65.639108419,65.000000000,0.639108419
step0to100,0,8,58,100,69.934219867,69.000000000,0.934219867
step0to100,0,8,59,100,73.692442384,73.000000000,0.692442384
step0to100,0,8,60,100,76.980887086,76.000000000,0.980887086
step0to100,0,8,61,100,79.858276200,79.000000000,0.858276200
step0to100,0,8,62,100,82.375991675,82.000000000,0.375991675
step0to100,0,8,63,100,84.578992716,84.000000000,0.578992716
step0to100,0,8,64,100,86.506618626,86.000000000,0.506618626
step0to100,0,8,65,100,88.193291298,88.000000000,0.193291298
step0to100,0,8,66,100,89.669129886,89.000000000,0.669129886
step0to100,0,8,67,100,90.960488650,90.000000000,0.960488650
step0to100,0,8,68,100,92.090427569,91.000000000,1.090427569
step0to100,0,8,69,100,93.079124123,92.000000000,1.079124123
step0to100,0,8,70,100,93.944233607,93.000000000,0.944233607
step0to100,0,8,71,100,94.701204406,94.000000000,0.701204406
step0to100,0,8,72,100,95.363553856,95.000000000,0.363553856
step0to100,0,8,73,100,95.943109624,96.000000000,0.056890376
step0to100,0,8,74,100,96.450220921,96.000000000,0.450220921
step0to100,0,8,75,100,96.893943306,96.000000000,0.893943306
step0to100,0,8,76,100,97.282200392,96.000000000,1.282200392
step0to100,0,8,77,100,97.621925343,96.000000000,1.621925343
step0to100,0,8,78,100,97.919184675,96.000000000,1.919184675
step0to100,0,8,79,100,98.179286591,96.000000000,2.179286591
step0to100,0,8,80,100,98.406875767,96.000000000,2.406875767
step0to100,0,8,81,100,98.606016296,96.000000000,2.606016296
step0to100,0,8,82,100,98.780264259,96.000000000,2.780264259
step0to100,0,8,83,100,98.932731227,96.000000000,2.932731227
step0to100,0,8,84,100,99.066139823,96.000000000,3.066139823
step0to100,0,8,85,100,99.182872346,96.000000000,3.182872346
step0to100,0,8,86,100,99.285013302,96.000000000,3.285013302
step0to100,0,8,87,100,99.374386640,96.000000000,3.374386640
step0to100,0,8,88,100,99.452588310,96.000000000,3.452588310
step0to100,0,8,89,100,99.521014771,96.000000000,3.521014771
step0to100,0,8,90,100,99.580887925,96.000000000,3.580887925
step0to100,0,8,91,100,99.633276934,96.000000000,3.633276934
step0to100,0,8,92,100,99.679117317,96.000000000,3.679117317
step0to100,0,8,93,100,99.719227653,96.000000000,3.719227653
step0to100,0,8,94,100,99.754324196,96.000000000,3.754324196
step0to100,0,8,95,100,99.785033671,96.000000000,3.785033671
step0to100,0,8,96,100,99.811904463,96.000000000,3.811904463
step0to100,0,8,97,100,99.835416405,96.000000000,3.835416405
step0to100,0,8,98,100,99.855989354,96.000000000,3.855989354
step0to100,0,8,99,100,99.873990685,96.000000000,3.873990685
step0to100,0,16,0,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,1,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,2,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,3,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,4,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,5,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,6,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,7,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,8,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,9,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,10,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,11,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,12,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,13,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,14,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,15,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,16,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,17,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,18,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,19,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,20,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,21,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,22,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,23,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,24,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,25,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,26,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,27,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,28,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,29,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,30,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,31,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,32,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,33,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,34,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,35,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,36,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,37,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,38,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,39,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,40,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,41,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,42,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,43,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,44,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,45,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,46,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,47,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,48,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,49,0,0.000000000,0.000000000,0.000000000
step0to100,0,16,50,100,6.250000000,6.000000000,0.250000000
step0to100,0,16,51,100,12.109375000,12.000000000,0.109375000
step0to100,0,16,52,100,17.602539062,18.000000000,0.397460938
step0to100,0,16,53,100,22.752380371,23.000000000,0.247619629
step0to100,0,16,54,100,27.580356598,28.000000000,0.419643402
step0to100,0,16,55,100,32.106584311,33.000000000,0.893415689
step0to100,0,16,56,100,36.349922791,37.000000000,0.650077209
step0to100,0,16,57,100,40.328052617,41.000000000,0.671947383
step0to100,0,16,58,100,44.057549328,45.000000000,0.942450672
step0to100,0,16,59,100,47.553952495,49.000000000,1.446047505
step0to100,0,16,60,100,50.831830464,52.000000000,1.168169536
step0to100,0,16,61,100,53.904841060,55.000000000,1.095158940
step0to100,0,16,62,100,56.785788494,58.000000000,1.214211506
step0to100,0,16,63,100,59.486676713,61.000000000,1.513323287
step0to100,0,16,64,100,62.018759418,64.000000000,1.981240582
step0to100,0,16,65,100,64.392586955,66.000000000,1.607413045
step0to100,0,16,66,100,66.618050270,68.000000000,1.381949730
step0to100,0,16,67,100,68.704422128,70.000000000,1.295577872
step0to100,0,16,68,100,70.660395745,72.000000000,1.339604255
step0to100,0,16,69,100,72.494121011,74.000000000,1.505878989
step0to100,0,16,70,100,74.213238448,76.000000000,1.786761552
step0to100,0,16,71,100,75.824911045,78.000000000,2.175088955
step0to100,0,16,72,100,77.335854105,80.000000000,2.664145895
step0to100,0,16,73,100,78.752363223,81.000000000,2.247636777
step0to100,0,16,74,100,80.080340522,82.000000000,1.919659478
step0to100,0,16,75,100,81.325319239,83.000000000,1.674680761
step0to100,0,16,76,100,82.492486787,84.000000000,1.507513213
step0to100,0,16,77,100,83.586706362,85.000000000,1.413293638
step0to100,0,16,78,100,84.612537215,86.000000000,1.387462785
step0to100,0,16,79,100,85.574253639,87.000000000,1.425746361
step0to100,0,16,80,100,86.475862786,88.000000000,1.524137214
step0to100,0,16,81,100,87.321121362,89.000000000,1.678878638
step0to100,0,16,82,100,88.113551277,90.000000000,1.886448723
step0to100,0,16,83,100,88.856454322,91.000000000,2.143545678
step0to100,0,16,84,100,89.552925927,92.000000000,2.447074073
step0to100,0,16,85,100,90.205868057,93.000000000,2.794131943
step0to100,0,16,86,100,90.818001303,94.000000000,3.181998697
step0to100,0,16,87,100,91.391876222,95.000000000,3.608123778
step0to100,0,16,88,100,91.929883958,96.000000000,4.070116042
step0to100,0,16,89,100,92.434266211,96.000000000,3.565733789
step0to100,0,16,90,100,92.907124572,96.000000000,3.092875428
step0to100,0,16,91,100,93.350429287,96.000000000,2.649570713
step0to100,0,16,92,100,93.766027456,96.000000000,2.233972544
step0to100,0,16,93,100,94.155650740,96.000000000,1.844349260
step0to100,0,16,94,100,94.520922569,96.000000000,1.479077431
step0to100,0,16,95,100,94.863364908,96.000000000,1.136635092
step0to100,0,16,96,100,95.184404602,96.000000000,0.815595398
step0to100,0,16,97,100,95.485379314,96.000000000,0.514620686
step0to100,0,16,98,100,95.767543107,96.000000000,0.232456893
step0to100,0,16,99,100,96.032071663,96.000000000,0.032071663
step0to100,3,8,0,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,1,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,2,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,3,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,4,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,5,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,6,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,7,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,8,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,9,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,10,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,11,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,12,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,13,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,14,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,15,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,16,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,17,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,18,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,19,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,20,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,21,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,22,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,23,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,24,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,25,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,26,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,27,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,28,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,29,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,30,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,31,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,32,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,33,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,34,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,35,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,36,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,37,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,38,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,39,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,40,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,41,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,42,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,43,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,44,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,45,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,46,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,47,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,48,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,49,0,0.000000000,0.000000000,0.000000000
step0to100,3,8,50,100,12.500000000,12.500000000,0.000000000
step0to100,3,8,51,100,23.437500000,23.500000000,0.062500000
step0to100,3,8,52,100,33.007812500,33.125000000,0.117187500
step0to100,3,8,53,100,41.381835938,41.500000000,0.118164062
step0to100,3,8,54,100,48.709106445,48.875000000,0.165893555
step0to100,3,8,55,100,55.120468140,55.375000000,0.254531860
step0to100,3,8,56,100,60.730409622,61.000000000,0.269590378
step0to100,3,8,57,100,65.639108419,65.875000000,0.235891581
step0to100,3,8,58,100,69.934219867,70.250000000,0.315780133
step0to100,3,8,59,100,73.692442384,74.000000000,0.307557616
step0to100,3,8,60,100,76.980887086,77.250000000,0.269112914
step0to100,3,8,61,100,79.858276200,80.125000000,0.266723800
step0to100,3,8,62,100,82.375991675,82.625000000,0.249008325
step0to100,3,8,63,100,84.578992716,84.875000000,0.296007284
step0to100,3,8,64,100,86.506618626,86.875000000,0.368381374
step0to100,3,8,65,100,88.193291298,88.625000000,0.431708702
step0to100,3,8,66,100,89.669129886,90.125000000,0.455870114
step0to100,3,8,67,100,90.960488650,91.375000000,0.414511350
step0to100,3,8,68,100,92.090427569,92.500000000,0.409572431
step0to100,3,8,69,100,93.079124123,93.500000000,0.420875877
step0to100,3,8,70,100,93.944233607,94.375000000,0.430766393
step0to100,3,8,71,100,94.701204406,95.125000000,0.423795594
step0to100,3,8,72,100,95.363553856,95.750000000,0.386446144
step0to100,3,8,73,100,95.943109624,96.375000000,0.431890376
step0to100,3,8,74,100,96.450220921,96.875000000,0.424779079
step0to100,3,8,75,100,96.893943306,97.375000000,0.481056694
step0to100,3,8,76,100,97.282200392,97.750000000,0.467799608
step0to100,3,8,77,100,97.621925343,98.125000000,0.503074657
step0to100,3,8,78,100,97.919184675,98.375000000,0.455815325
step0to100,3,8,79,100,98.179286591,98.625000000,0.445713409
step0to100,3,8,80,100,98.406875767,98.875000000,0.468124233
step0to100,3,8,81,100,98.606016296,99.125000000,0.518983704
step0to100,3,8,82,100,98.780264259,99.250000000,0.469735741
step0to100,3,8,83,100,98.932731227,99.375000000,0.442268773
step0to100,3,8,84,100,99.066139823,99.500000000,0.433860177
step0to100,3,8,85,100,99.182872346,99.625000000,0.442127654
step0to100,3,8,86,100,99.285013302,99.750000000,0.464986698
step0to100,3,8,87,100,99.374386640,99.875000000,0.500613360
step0to100,3,8,88,100,99.452588310,100.000000000,0.547411690
step0to100,3,8,89,100,99.521014771,100.000000000,0.478985229
step0to100,3,8,90,100,99.580887925,100.000000000,0.419112075
step0to100,3,8,91,100,99.633276934,100.000000000,0.366723066
step0to100,3,8,92,100,99.679117317,100.000000000,0.320882683
step0to100,3,8,93,100,99.719227653,100.000000000,0.280772347
step0to100,3,8,94,100,99.754324196,100.000000000,0.245675804
step0to100,3,8,95,100,99.785033671,100.000000000,0.214966329
step0to100,3,8,96,100,99.811904463,100.000000000,0.188095537
step0to100,3,8,97,100,99.835416405,100.000000000,0.164583595
step0to100,3,8,98,100,99.855989354,100.000000000,0.144010646
step0to100,3,8,99,100,99.873990685,100.000000000,0.126009315
step0to100,3,16,0,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,1,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,2,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,3,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,4,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,5,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,6,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,7,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,8,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,9,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,10,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,11,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,12,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,13,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,14,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,15,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,16,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,17,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,18,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,19,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,20,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,21,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,22,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,23,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,24,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,25,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,26,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,27,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,28,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,29,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,30,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,31,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,32,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,33,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,34,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,35,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,36,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,37,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,38,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,39,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,40,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,41,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,42,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,43,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,44,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,45,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,46,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,47,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,48,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,49,0,0.000000000,0.000000000,0.000000000
step0to100,3,16,50,100,6.250000000,6.250000000,0.000000000
step0to100,3,16,51,100,12.109375000,12.125000000,0.015625000
step0to100,3,16,52,100,17.602539062,17.625000000,0.022460938
step0to100,3,16,53,100,22.752380371,22.875000000,0.122619629
step0to100,3,16,54,100,27.580356598,27.750000000,0.169643402
step0to100,3,16,55,100,32.106584311,32.375000000,0.268415689
step0to100,3,16,56,100,36.349922791,36.625000000,0.275077209
step0to100,3,16,57,100,40.328052617,40.625000000,0.296947383
step0to100,3,16,58,100,44.057549328,44.375000000,0.317450672
step0to100,3,16,59,100,47.553952495,47.875000000,0.321047505
step0to100,3,16,60,100,50.831830464,51.250000000,0.418169536
step0to100,3,16,61,100,53.904841060,54.375000000,0.470158940
step0to100,3,16,62,100,56.785788494,57.250000000,0.464211506
step0to100,3,16,63,100,59.486676713,60.000000000,0.513323287
step0to100,3,16,64,100,62.018759418,62.500000000,0.481240582
step0to100,3,16,65,100,64.392586955,64.875000000,0.482413045
step0to100,3,16,66,100,66.618050270,67.125000000,0.506949730
step0to100,3,16,67,100,68.704422128,69.250000000,0.545577872
step0to100,3,16,68,100,70.660395745,71.250000000,0.589604255
step0to100,3,16,69,100,72.494121011,73.125000000,0.630878989
step0to100,3,16,70,100,74.213238448,74.875000000,0.661761552
step0to100,3,16,71,100,75.824911045,76.500000000,0.675088955
step0to100,3,16,72,100,77.335854105,78.000000000,0.664145895
step0to100,3,16,73,100,78.752363223,79.375000000,0.622636777
step0to100,3,16,74,100,80.080340522,80.750000000,0.669659478
step0to100,3,16,75,100,81.325319239,82.000000000,0.674680761
step0to100,3,16,76,100,82.492486787,83.125000000,0.632513213
step0to100,3,16,77,100,83.586706362,84.250000000,0.663293638
step0to100,3,16,78,100,84.612537215,85.250000000,0.637462785
step0to100,3,16,79,100,85.574253639,86.250000000,0.675746361
step0to100,3,16,80,100,86.475862786,87.125000000,0.649137214
step0to100,3,16,81,100,87.321121362,88.000000000,0.678878638
step0to100,3,16,82,100,88.113551277,88.750000000,0.636448723
step0to100,3,16,83,100,88.856454322,89.500000000,0.643545678
step0to100,3,16,84,100,89.552925927,90.250000000,0.697074073
step0to100,3,16,85,100,90.205868057,90.875000000,0.669131943
step0to100,3,16,86,100,90.818001303,91.500000000,0.681998697
step0to100,3,16,87,100,91.391876222,92.125000000,0.733123778
step0to100,3,16,88,100,91.929883958,92.625000000,0.695116042
step0to100,3,16,89,100,92.434266211,93.125000000,0.690733789
step0to100,3,16,90,100,92.907124572,93.625000000,0.717875428
step0to100,3,16,91,100,93.350429287,94.125000000,0.774570713
step0to100,3,16,92,100,93.766027456,94.500000000,0.733972544
step0to100,3,16,93,100,94.155650740,94.875000000,0.719349260
step0to100,3,16,94,100,94.520922569,95.250000000,0.729077431
step0to100,3,16,95,100,94.863364908,95.625000000,0.761635092
step0to100,3,16,96,100,95.184404602,96.000000000,0.815595398
step0to100,3,16,97,100,95.485379314,96.250000000,0.764620686
step0to100,3,16,98,100,95.767543107,96.500000000,0.732456893
step0to100,3,16,99,100,96.032071663,96.750000000,0.717928337
step0to100,8,8,0,0,0.000000000,0.000000000,0.000000000
step0to100,8,8,1,0,0.000000000,0.000000000,0.000000000
step0to100,8,8,2,0,0.000000000,0.000000000,0.000000000
