sequence_name,precision,weight_rcp,step,input,float_avg,fixed_avg,abs_error
constant100,3,8,81,100,99.998243451,100.000000000,0.001756549
constant100,3,8,82,100,99.998463019,100.000000000,0.001536981
constant100,3,8,83,100,99.998655142,100.000000000,0.001344858
constant100,3,8,84,100,99.998823249,100.000000000,0.001176751
constant100,3,8,85,100,99.998970343,100.000000000,0.001029657
constant100,3,8,86,100,99.999099050,100.000000000,0.000900950
constant100,3,8,87,100,99.999211669,100.000000000,0.000788331
constant100,3,8,88,100,99.999310210,100.000000000,0.000689790
constant100,3,8,89,100,99.999396434,100.000000000,0.000603566
constant100,3,8,90,100,99.999471880,100.000000000,0.000528120
constant100,3,8,91,100,99.999537895,100.000000000,0.000462105
constant100,3,8,92,100,99.999595658,100.000000000,0.000404342
constant100,3,8,93,100,99.999646201,100.000000000,0.000353799
constant100,3,8,94,100,99.999690426,100.000000000,0.000309574
constant100,3,8,95,100,99.999729122,100.000000000,0.000270878
constant100,3,8,96,100,99.999762982,100.000000000,0.000237018
constant100,3,8,97,100,99.999792609,100.000000000,0.000207391
constant100,3,8,98,100,99.999818533,100.000000000,0.000181467
constant100,3,8,99,100,99.999841217,100.000000000,0.000158783
constant100,3,16,0,100,6.250000000,6.250000000,0.000000000
constant100,3,16,1,100,12.109375000,12.125000000,0.015625000
constant100,3,16,2,100,17.602539062,17.625000000,0.022460938
constant100,3,16,3,100,22.752380371,22.875000000,0.122619629
constant100,3,16,4,100,27.580356598,27.750000000,0.169643402
constant100,3,16,5,100,32.106584311,32.375000000,0.268415689
constant100,3,16,6,100,36.349922791,36.625000000,0.275077209
constant100,3,16,7,100,40.328052617,40.625000000,0.296947383
constant100,3,16,8,100,44.057549328,44.375000000,0.317450672
constant100,3,16,9,100,47.553952495,47.875000000,0.321047505
constant100,3,16,10,100,50.831830464,51.250000000,0.418169536
constant100,3,16,11,100,53.904841060,54.375000000,0.470158940
constant100,3,16,12,100,56.785788494,57.250000000,0.464211506
constant100,3,16,13,100,59.486676713,60.000000000,0.513323287
constant100,3,16,14,100,62.018759418,62.500000000,0.481240582
constant100,3,16,15,100,64.392586955,64.875000000,0.482413045
constant100,3,16,16,100,66.618050270,67.125000000,0.506949730
constant100,3,16,17,100,68.704422128,69.250000000,0.545577872
constant100,3,16,18,100,70.660395745,71.250000000,0.589604255
constant100,3,16,19,100,72.494121011,73.125000000,0.630878989
constant100,3,16,20,100,74.213238448,74.875000000,0.661761552
constant100,3,16,21,100,75.824911045,76.500000000,0.675088955
constant100,3,16,22,100,77.335854105,78.000000000,0.664145895
constant100,3,16,23,100,78.752363223,79.375000000,0.622636777
constant100,3,16,24,100,80.080340522,80.750000000,0.669659478
constant100,3,16,25,100,81.325319239,82.000000000,0.674680761
constant100,3,16,26,100,82.492486787,83.125000000,0.632513213
constant100,3,16,27,100,83.586706362,84.250000000,0.663293638
constant100,3,16,28,100,84.612537215,85.250000000,0.637462785
constant100,3,16,29,100,85.574253639,86.250000000,0.675746361
constant100,3,16,30,100,86.475862786,87.125000000,0.649137214
constant100,3,16,31,100,87.321121362,88.000000000,0.678878638
constant100,3,16,32,100,88.113551277,88.750000000,0.636448723
constant100,3,16,33,100,88.856454322,89.500000000,0.643545678
constant100,3,16,34,100,89.552925927,90.250000000,0.697074073
constant100,3,16,35,100,90.205868057,90.875000000,0.669131943
constant100,3,16,36,100,90.818001303,91.500000000,0.681998697
constant100,3,16,37,100,91.391876222,92.125000000,0.733123778
constant100,3,16,38,100,91.929883958,92.625000000,0.695116042
constant100,3,16,39,100,92.434266211,93.125000000,0.690733789
constant100,3,16,40,100,92.907124572,93.625000000,0.717875428
constant100,3,16,41,100,93.350429287,94.125000000,0.774570713
constant100,3,16,42,100,93.766027456,94.500000000,0.733972544
constant100,3,16,43,100,94.155650740,94.875000000,0.719349260
constant100,3,16,44,100,94.520922569,95.250000000,0.729077431
constant100,3,16,45,100,94.863364908,95.625000000,0.761635092
constant100,3,16,46,100,95.184404602,96.000000000,0.815595398
constant100,3,16,47,100,95.485379314,96.250000000,0.764620686
constant100,3,16,48,100,95.767543107,96.500000000,0.732456893
constant100,3,16,49,100,96.032071663,96.750000000,0.717928337
constant100,3,16,50,100,96.280067184,97.000000000,0.719932816
constant100,3,16,51,100,96.512562985,97.250000000,0.737437015
constant100,3,16,52,100,96.730527798,97.500000000,0.769472202
constant100,3,16,53,100,96.934869811,97.750000000,0.815130189
constant100,3,16,54,100,97.126440448,98.000000000,0.873559552
constant100,3,16,55,100,97.306037920,98.125000000,0.818962080
constant100,3,16,56,100,97.474410550,98.250000000,0.775589450
constant100,3,16,57,100,97.632259890,98.375000000,0.742740110
constant100,3,16,58,100,97.780243647,98.500000000,0.719756353
constant100,3,16,59,100,97.918978419,98.625000000,0.706021581
constant100,3,16,60,100,98.049042268,98.750000000,0.700957732
constant100,3,16,61,100,98.170977126,98.875000000,0.704022874
constant100,3,16,62,100,98.285291056,99.000000000,0.714708944
constant100,3,16,63,100,98.392460365,99.125000000,0.732539635
constant100,3,16,64,100,98.492931592,99.250000000,0.757068408
constant100,3,16,65,100,98.587123368,99.375000000,0.787876632
constant100,3,16,66,100,98.675428157,99.500000000,0.824571843
constant100,3,16,67,100,98.758213897,99.625000000,0.866786103
constant100,3,16,68,100,98.835825529,99.750000000,0.914174471
constant100,3,16,69,100,98.908586433,99.875000000,0.966413567
constant100,3,16,70,100,98.976799781,100.000000000,1.023200219
constant100,3,16,71,100,99.040749795,100.000000000,0.959250205
constant100,3,16,72,100,99.100702933,100.000000000,0.899297067
constant100,3,16,73,100,99.156908999,100.000000000,0.843091001
constant100,3,16,74,100,99.209602187,100.000000000,0.790397813
constant100,3,16,75,100,99.259002050,100.000000000,0.740997950
constant100,3,16,76,100,99.305314422,100.000000000,0.694685578
constant100,3,16,77,100,99.348732271,100.000000000,0.651267729
constant100,3,16,78,100,99.389436504,100.000000000,0.610563496
constant100,3,16,79,100,99.427596722,100.000000000,0.572403278
constant100,3,16,80,100,99.463371927,100.000000000,0.536628073
constant100,3,16,81,100,99.496911182,100.000000000,0.503088818
constant100,3,16,82,100,99.528354233,100.000000000,0.471645767
constant100,3,16,83,100,99.557832093,100.000000000,0.442167907
constant100,3,16,84,100,99.585467587,100.000000000,0.414532413
constant100,3,16,85,100,99.611375863,100.000000000,0.388624137
constant100,3,16,86,100,99.635664872,100.000000000,0.364335128
constant100,3,16,87,100,99.658435817,100.000000000,0.341564183
constant100,3,16,88,100,99.679783579,100.000000000,0.320216421
constant100,3,16,89,100,99.699797105,100.000000000,0.300202895
constant100,3,16,90,100,99.718559786,100.000000000,0.281440214
constant100,3,16,91,100,99.736149799,100.000000000,0.263850201
constant100,3,16,92,100,99.752640437,100.000000000,0.247359563
constant100,3,16,93,100,99.768100410,100.000000000,0.231899590
constant100,3,16,94,100,99.782594134,100.000000000,0.217405866
constant100,3,16,95,100,99.796182001,100.000000000,0.203817999
constant100,3,16,96,100,99.808920626,100.000000000,0.191079374
constant100,3,16,97,100,99.820863086,100.000000000,0.179136914
constant100,3,16,98,100,99.832059144,100.000000000,0.167940856
constant100,3,16,99,100,99.842555447,100.000000000,0.157444553
constant100,8,8,0,100,12.500000000,12.500000000,0.000000000
constant100,8,8,1,100,23.437500000,23.437500000,0.000000000
constant100,8,8,2,100,33.007812500,33.007812500,0.000000000
constant100,8,8,3,100,41.381835938,41.382812500,0.000976562
constant100,8,8,4,100,48.709106445,48.710937500,0.001831055
constant100,8,8,5,100,55.120468140,55.125000000,0.004531860
constant100,8,8,6,100,60.730409622,60.734375000,0.003965378
constant100,8,8,7,100,65.639108419,65.644531250,0.005422831
constant100,8,8,8,100,69.934219867,69.941406250,0.007186383
constant100,8,8,9,100,73.692442384,73.699218750,0.006776366
constant100,8,8,10,100,76.980887086,76.988281250,0.007394164
constant100,8,8,11,100,79.858276200,79.867187500,0.008911300
constant100,8,8,12,100,82.375991675,82.386718750,0.010727075
constant100,8,8,13,100,84.578992716,84.589843750,0.010851034
constant100,8,8,14,100,86.506618626,86.519531250,0.012912624
constant100,8,8,15,100,88.193291298,88.207031250,0.013739952
constant100,8,8,16,100,89.669129886,89.683593750,0.014463864
constant100,8,8,17,100,90.960488650,90.976562500,0.016073850
constant100,8,8,18,100,92.090427569,92.105468750,0.015041181
constant100,8,8,19,100,93.079124123,93.093750000,0.014625877
constant100,8,8,20,100,93.944233607,93.957031250,0.012797643
constant100,8,8,21,100,94.701204406,94.714843750,0.013639344
constant100,8,8,22,100,95.363553856,95.378906250,0.015352394
constant100,8,8,23,100,95.943109624,95.957031250,0.013921626
constant100,8,8,24,100,96.450220921,96.464843750,0.014622829
constant100,8,8,25,100,96.893943306,96.910156250,0.016212944
constant100,8,8,26,100,97.282200392,97.296875000,0.014674608
constant100,8,8,27,100,97.621925343,97.636718750,0.014793407
constant100,8,8,28,100,97.919184675,97.933593750,0.014409075
constant100,8,8,29,100,98.179286591,98.195312500,0.016025909
constant100,8,8,30,100,98.406875767,98.421875000,0.014999233
constant100,8,8,31,100,98.606016296,98.621093750,0.015077454
constant100,8,8,32,100,98.780264259,98.796875000,0.016610741
constant100,8,8,33,100,98.932731227,98.949218750,0.016487523
constant100,8,8,34,100,99.066139823,99.082031250,0.015891427
constant100,8,8,35,100,99.182872346,99.199218750,0.016346404
constant100,8,8,36,100,99.285013302,99.300781250,0.015767948
constant100,8,8,37,100,99.374386640,99.390625000,0.016238360
constant100,8,8,38,100,99.452588310,99.468750000,0.016161690
constant100,8,8,39,100,99.521014771,99.535156250,0.014141479
constant100,8,8,40,100,99.580887925,99.593750000,0.012862075
constant100,8,8,41,100,99.633276934,99.644531250,0.011254316
constant100,8,8,42,100,99.679117317,99.691406250,0.012288933
constant100,8,8,43,100,99.719227653,99.730468750,0.011241097
constant100,8,8,44,100,99.754324196,99.765625000,0.011300804
constant100,8,8,45,100,99.785033671,99.796875000,0.011841329
constant100,8,8,46,100,99.811904463,99.824218750,0.012314287
constant100,8,8,47,100,99.835416405,99.847656250,0.012239845
constant100,8,8,48,100,99.855989354,99.867187500,0.011198146
constant100,8,8,49,100,99.873990685,99.886718750,0.012728065
constant100,8,8,50,100,99.889741849,99.902343750,0.012601901
constant100,8,8,51,100,99.903524118,99.917968750,0.014444632
constant100,8,8,52,100,99.915583603,99.929687500,0.014103897
constant100,8,8,53,100,99.926135653,99.941406250,0.015270597
constant100,8,8,54,100,99.935368696,99.949218750,0.013850054
constant100,8,8,55,100,99.943447609,99.957031250,0.013583641
constant100,8,8,56,100,99.950516658,99.964843750,0.014327092
constant100,8,8,57,100,99.956702076,99.972656250,0.015954174
constant100,8,8,58,100,99.962114316,99.976562500,0.014448184
constant100,8,8,59,100,99.966850027,99.980468750,0.013618723
constant100,8,8,60,100,99.970993773,99.984375000,0.013381227
constant100,8,8,61,100,99.974619552,99.988281250,0.013661698
constant100,8,8,62,100,99.977792108,99.992187500,0.014395392
constant100,8,8,63,100,99.980568094,99.996093750,0.015525656
